Time[s];bearing;ele;hdop;heading;lat;lon;speed [m/s];time;speed [km/h]
375;258;122.8;9.9;0;39.6359569;22.3876925;17.4;2023-02-15T14:43:59Z;62.64
376;258;122.8;9.9;0;39.6359278;22.3874993;16.8;2023-02-15T14:44:00Z;60.48
377;258;122.8;9.9;0;39.6358975;22.3873121;16.3;2023-02-15T14:44:01Z;58.68
378;259;122.8;9.9;0;39.6358675;22.3871304;15.6;2023-02-15T14:44:02Z;56.16
379;257.1;122.8;9.9;0;39.6358414;22.3869577;14.7;2023-02-15T14:44:03Z;52.92
380;255.3;105.1;9.9;0;39.6358112;22.3868005;13.6;2023-02-15T14:44:04Z;48.96
381;256.9;105;9.9;0;39.6357861;22.3866537;13;2023-02-15T14:44:05Z;46.8
382;257.3;105.4;9.9;0;39.6357655;22.386534;10.1;2023-02-15T14:44:06Z;36.36
383;257.1;105.8;9.9;0;39.6357479;22.3864354;8.8;2023-02-15T14:44:07Z;31.68
384;255.4;106;9.9;0;39.6357306;22.3863543;7.1;2023-02-15T14:44:08Z;25.56
385;258.6;106.2;9.9;0;39.6357172;22.3862916;5.6;2023-02-15T14:44:09Z;20.16
386;254.1;106.4;9.9;0;39.6357089;22.3862498;4;2023-02-15T14:44:10Z;14.4
387;257.9;106.4;9.9;0;39.6357031;22.3862232;2.6;2023-02-15T14:44:11Z;9.36
388;268.9;111.2;9.9;0;39.6357023;22.3862062;3.6;2023-02-15T14:44:12Z;12.96
389;251.1;111.2;9.9;0;39.6356996;22.386167;3.1;2023-02-15T14:44:13Z;11.16
390;253.7;111;9.9;0;39.6356874;22.3861298;5.5;2023-02-15T14:44:14Z;19.8
391;250.9;111.5;9.9;0;39.6356707;22.3860617;7.5;2023-02-15T14:44:15Z;27
392;250;111;9.9;0;39.6356464;22.3859684;8.1;2023-02-15T14:44:16Z;29.16
393;248.1;112.3;9.9;0;39.6356168;22.385877;8.8;2023-02-15T14:44:17Z;31.68
394;245.3;112.8;9.9;0;39.6355845;22.3857868;8.6;2023-02-15T14:44:18Z;30.96
395;243.1;113.1;9.9;0;39.6355437;22.3856944;10.5;2023-02-15T14:44:19Z;37.8
396;249.5;113.5;9.9;0;39.635504;22.385576;12.3;2023-02-15T14:44:20Z;44.28
397;245.5;113;9.9;0;39.6354615;22.385445;12.1;2023-02-15T14:44:21Z;43.56
398;236.6;114.5;9.9;0;39.6353971;22.3853144;14;2023-02-15T14:44:22Z;50.4
399;230.1;114.7;9.9;0;39.6353143;22.3851901;13.3;2023-02-15T14:44:23Z;47.88
400;227.1;114.3;9.9;0;39.6352264;22.3850787;13.7;2023-02-15T14:44:24Z;49.32
401;224.1;113.7;9.9;0;39.6351335;22.3849714;13.9;2023-02-15T14:44:25Z;50.04
402;221.1;114.8;9.9;0;39.6350329;22.3848652;14.5;2023-02-15T14:44:26Z;52.2
403;215.2;114.6;9.9;0;39.6349242;22.384769;14.1;2023-02-15T14:44:27Z;50.76
404;215;107.5;9.9;0;39.6348112;22.3846788;14.7;2023-02-15T14:44:28Z;52.92
405;205.2;108.4;9.9;0;39.6346982;22.3846026;13.2;2023-02-15T14:44:29Z;47.52
406;202.1;108.7;9.9;0;39.6345854;22.3845503;13.1;2023-02-15T14:44:30Z;47.16
407;199;108.6;9.9;0;39.6344719;22.3845043;12.9;2023-02-15T14:44:31Z;46.44
408;195;108.6;9.9;0;39.6343651;22.3844655;12.4;2023-02-15T14:44:32Z;44.64
409;192;108.8;9.9;0;39.6342596;22.3844355;12.3;2023-02-15T14:44:33Z;44.28
410;193;108.9;9.9;0;39.6341576;22.3844108;11.8;2023-02-15T14:44:34Z;42.48
411;190;109;9.9;0;39.6340641;22.3843874;10.6;2023-02-15T14:44:35Z;38.16
412;190.9;109.2;9.9;0;39.6339836;22.3843705;9.3;2023-02-15T14:44:36Z;33.48
413;190.9;108.7;9.9;0;39.6339115;22.3843528;7.9;2023-02-15T14:44:37Z;28.44
414;196.8;108.7;9.9;0;39.6338647;22.3843379;4;2023-02-15T14:44:38Z;14.4
415;208.1;109.2;9.9;0;39.6338382;22.384323;3.4;2023-02-15T14:44:39Z;12.24
416;200.7;108.7;9.9;0;39.6338297;22.3843105;0.5;2023-02-15T14:44:40Z;1.8
417;202.9;108.5;9.9;0;39.6338336;22.3843145;0.4;2023-02-15T14:44:41Z;1.44
418;190.2;114.6;9.9;0;39.6338327;22.3843173;0.3;2023-02-15T14:44:42Z;1.08
419;202.5;115.3;9.9;0;39.6338331;22.3843197;0.2;2023-02-15T14:44:43Z;0.72
420;203.8;115.1;10;0;39.6338374;22.3843209;0.5;2023-02-15T14:44:44Z;1.8
421;203.9;115.1;10.1;0;39.6338391;22.3843214;0.5;2023-02-15T14:44:45Z;1.8
422;202.3;115.4;10.1;0;39.6338281;22.3843131;2.5;2023-02-15T14:44:45Z;9
423;208.9;114.8;10.1;0;39.633804;22.3842958;4.7;2023-02-15T14:44:46Z;16.92
424;219.8;114.1;10;0;39.6337661;22.3842623;6;2023-02-15T14:44:47Z;21.6
425;227.4;113.9;9.4;0;39.6337184;22.3841985;6.1;2023-02-15T14:44:48Z;21.96
426;225.1;113;8.7;0;39.6336799;22.384139;6.5;2023-02-15T14:44:49Z;23.4
427;206.4;113.7;7.7;0;39.6336256;22.3840929;7.5;2023-02-15T14:44:50Z;27
428;185.7;112.4;6.5;0;39.6335532;22.3840677;7.7;2023-02-15T14:44:51Z;27.72
429;163.9;112.6;3.9;0;39.6334745;22.3840803;9.2;2023-02-15T14:44:52Z;33.12
430;157.4;112.5;3.9;0;39.6333923;22.3841189;10.4;2023-02-15T14:44:53Z;37.44
431;161.4;112.4;3.9;0;39.6333042;22.3841624;10.8;2023-02-15T14:44:54Z;38.88
432;170.8;112;3.9;0;39.6332024;22.3841881;11.8;2023-02-15T14:44:55Z;42.48
433;179.7;107.6;3.9;0;39.6330918;22.3841925;11.9;2023-02-15T14:44:56Z;42.84
434;185.8;111.6;3.9;0;39.6329739;22.384182;12.4;2023-02-15T14:44:57Z;44.64
435;184.2;111.3;3.9;0;39.6328537;22.3841585;12.8;2023-02-15T14:44:58Z;46.08
436;186.9;112.9;3.9;0;39.6327254;22.3841371;13.6;2023-02-15T14:44:59Z;48.96
437;187.1;113.1;3.9;0;39.6325887;22.3841107;14.2;2023-02-15T14:45:00Z;51.12
438;187.1;113.3;3.9;0;39.6324517;22.3840848;14.7;2023-02-15T14:45:01Z;52.92
439;188.1;113;3.9;0;39.6323072;22.3840559;15.3;2023-02-15T14:45:02Z;55.08
440;187.2;112.4;3.9;0;39.6321596;22.3840298;15.9;2023-02-15T14:45:03Z;57.24
441;185.3;113.1;3.9;0;39.63201;22.3840017;16.4;2023-02-15T14:45:04Z;59.04
442;186;113.2;3.9;0;39.6318543;22.3839783;16.9;2023-02-15T14:45:05Z;60.84
443;186.9;113.8;3.9;0;39.6317003;22.3839532;17;2023-02-15T14:45:06Z;61.2
444;184.3;114.1;3.9;0;39.6315449;22.3839317;17.1;2023-02-15T14:45:07Z;61.56
445;181.3;114;3.9;0;39.6313874;22.3839221;17.3;2023-02-15T14:45:08Z;62.28
446;178.3;113.6;3.9;0;39.6312278;22.3839231;17.5;2023-02-15T14:45:09Z;63
447;176.3;114;3.9;0;39.6310724;22.3839333;17.2;2023-02-15T14:45:10Z;61.92
448;173.4;114.5;3.9;0;39.630922;22.3839503;16.8;2023-02-15T14:45:11Z;60.48
449;169.7;114.2;3.9;0;39.6307777;22.3839775;16.5;2023-02-15T14:45:12Z;59.4
450;168.5;113.8;3.9;0;39.6306376;22.3840112;16;2023-02-15T14:45:13Z;57.6
451;165;114.1;3.9;0;39.6305056;22.3840492;15.4;2023-02-15T14:45:14Z;55.44
452;164.5;114.4;3.9;0;39.6303807;22.3840912;14.8;2023-02-15T14:45:15Z;53.28
453;161.2;113.8;3.9;0;39.6302591;22.3841346;14.3;2023-02-15T14:45:16Z;51.48
454;157.6;114;3.9;0;39.630147;22.3841863;13.6;2023-02-15T14:45:17Z;48.96
455;157.8;114.3;3.9;0;39.6300485;22.3842395;12.3;2023-02-15T14:45:18Z;44.28
456;156.8;114.8;3.9;0;39.6299589;22.3842916;11.9;2023-02-15T14:45:19Z;42.84
457;162.3;114.4;3.9;0;39.6299112;22.3843133;6.5;2023-02-15T14:45:20Z;23.4
458;165;114.5;3.9;0;39.6298668;22.3843235;6;2023-02-15T14:45:21Z;21.6
459;171.2;114.2;3.9;0;39.6298396;22.384323;4.5;2023-02-15T14:45:22Z;16.2
460;171.4;114.7;3.9;0;39.6298332;22.3843184;2.3;2023-02-15T14:45:23Z;8.28
461;171.4;115.5;3.9;0;39.6298358;22.3843153;2;2023-02-15T14:45:24Z;7.2
462;170.7;115.3;3.9;0;39.6298422;22.3843145;1.5;2023-02-15T14:45:25Z;5.4
463;168;114.7;3.9;0;39.6298508;22.3843149;1;2023-02-15T14:45:26Z;3.6
464;166.5;114.7;4.1;0;39.6298567;22.3843143;0.8;2023-02-15T14:45:27Z;2.88
465;158.8;114.3;4.1;0;39.6298625;22.384315;0.4;2023-02-15T14:45:27Z;1.44
466;125.5;114.4;4.1;0;39.6298697;22.3843144;0.1;2023-02-15T14:45:28Z;0.36
467;;114.4;4.1;0;39.6298736;22.3843134;0.1;2023-02-15T14:45:29Z;0.36
468;356.5;114.4;4.1;0;39.6298778;22.3843114;0.2;2023-02-15T14:45:30Z;0.72
469;341.3;114.5;4.1;0;39.6298799;22.384309;0.2;2023-02-15T14:45:31Z;0.72
470;338.1;114.5;4.1;0;39.6298801;22.3843084;0.2;2023-02-15T14:45:32Z;0.72
471;345.2;114.5;4.1;0;39.629881;22.3843088;0.2;2023-02-15T14:45:32Z;0.72
472;331.7;114.7;4.1;0;39.6298813;22.3843072;0.2;2023-02-15T14:45:33Z;0.72
473;347.7;114.3;4.1;0;39.629885;22.3843075;0.2;2023-02-15T14:45:34Z;0.72
474;342.8;114.8;4.1;0;39.6298863;22.3843064;0.2;2023-02-15T14:45:35Z;0.72
475;342.3;114.8;4.1;0;39.6298861;22.3843063;0.2;2023-02-15T14:45:36Z;0.72
476;;114.7;3.9;0;39.629885;22.3843086;0.1;2023-02-15T14:45:37Z;0.36
477;;114.8;3.9;0;39.6298842;22.3843084;0;2023-02-15T14:45:38Z;0
478;206.6;115.2;3.9;0;39.6298806;22.384306;0.3;2023-02-15T14:45:39Z;1.08
479;224.3;115.4;3.9;0;39.6298801;22.3843044;0.2;2023-02-15T14:45:40Z;0.72
480;;115.2;3.9;0;39.6298806;22.3843059;0;2023-02-15T14:45:41Z;0
481;160.1;115.2;3.9;0;39.6298778;22.3843074;0.2;2023-02-15T14:45:42Z;0.72
482;158.3;115;3.9;0;39.6298774;22.3843124;0.2;2023-02-15T14:45:43Z;0.72
483;;115.1;3.9;0;39.6298797;22.3843129;0;2023-02-15T14:45:44Z;0
484;143.5;115;3.9;0;39.6298771;22.3843152;0.2;2023-02-15T14:45:45Z;0.72
485;;115.4;3.9;0;39.6298789;22.3843133;0.1;2023-02-15T14:45:46Z;0.36
486;;115.1;3.9;0;39.6298786;22.3843151;0.1;2023-02-15T14:45:47Z;0.36
487;136.2;114.8;3.9;0;39.6298764;22.3843174;0.1;2023-02-15T14:45:48Z;0.36
488;200.4;114.7;3.9;0;39.6298731;22.3843149;0.3;2023-02-15T14:45:49Z;1.08
489;201.6;114.8;4.8;0;39.6298701;22.3843133;0.3;2023-02-15T14:45:50Z;1.08
490;197.2;115.3;5.9;0;39.6298658;22.3843119;0.4;2023-02-15T14:45:51Z;1.44
491;202.5;115.3;6.9;0;39.6298636;22.3843101;0.4;2023-02-15T14:45:52Z;1.44
492;213.4;115.5;8.2;0;39.6298608;22.3843069;0.3;2023-02-15T14:45:53Z;1.08
493;239.8;115.6;9.1;0;39.6298602;22.3843029;0.3;2023-02-15T14:45:54Z;1.08
494;251.6;115.5;9.9;0;39.6298601;22.3843004;0.2;2023-02-15T14:45:55Z;0.72
495;254.2;115.7;9.9;0;39.6298598;22.3842984;0.2;2023-02-15T14:45:56Z;0.72
496;257;115.4;9.9;0;39.6298594;22.3842955;0.2;2023-02-15T14:45:57Z;0.72
497;277.8;115.3;9.9;0;39.6298603;22.3842925;0.2;2023-02-15T14:45:58Z;0.72
498;163.9;115.1;9.9;0;39.6298578;22.3842939;0.3;2023-02-15T14:45:59Z;1.08
499;162.8;115.1;9.9;0;39.6298523;22.3842947;0.6;2023-02-15T14:46:00Z;2.16
500;166.6;114.6;9.9;0;39.629843;22.3842952;1.5;2023-02-15T14:46:01Z;5.4
501;176.4;114.1;9.9;0;39.6298186;22.3842935;3.4;2023-02-15T14:46:02Z;12.24
502;207.9;113.8;9.9;0;39.629765;22.3842726;5.2;2023-02-15T14:46:03Z;18.72
503;211;113.6;9.9;0;39.6296614;22.38418;5.9;2023-02-15T14:46:04Z;21.24
504;223.6;113.5;9.9;0;39.6296348;22.3841456;5.8;2023-02-15T14:46:05Z;20.88
505;223;112.2;9.9;0;39.6295964;22.3840943;7.1;2023-02-15T14:46:06Z;25.56
506;230.8;112;9.9;0;39.6295467;22.384028;8;2023-02-15T14:46:07Z;28.8
507;232.9;111.5;9.9;0;39.6294958;22.3839399;9;2023-02-15T14:46:08Z;32.4
508;233.9;111.4;9.9;0;39.629443;22.383843;10;2023-02-15T14:46:09Z;36
509;236.9;111.4;9.9;0;39.6293894;22.3837345;10.8;2023-02-15T14:46:10Z;38.88
510;237;111.1;9.9;0;39.629334;22.3836197;11.1;2023-02-15T14:46:11Z;39.96
511;237;109.7;9.9;0;39.6292787;22.383508;10.7;2023-02-15T14:46:12Z;38.52
512;237;110;9.9;0;39.6292259;22.3833935;11.8;2023-02-15T14:46:13Z;42.48
513;236;109.9;9.9;0;39.6291661;22.3832741;11.4;2023-02-15T14:46:14Z;41.04
514;238;109.3;9.9;0;39.6291097;22.3831605;10.5;2023-02-15T14:46:15Z;37.8
515;236.1;109.7;9.9;0;39.629061;22.3830567;9.8;2023-02-15T14:46:16Z;35.28
516;237.9;110;9.9;0;39.6290128;22.382961;9.3;2023-02-15T14:46:17Z;33.48
517;237;110.2;9.9;0;39.6289673;22.3828728;8.4;2023-02-15T14:46:18Z;30.24
518;235.1;110.1;9.9;0;39.6289241;22.3827883;9.1;2023-02-15T14:46:19Z;32.76
519;236;110.6;9.9;0;39.6288766;22.3827016;8.7;2023-02-15T14:46:20Z;31.32
520;237;110.5;9.9;0;39.6288334;22.3826177;8.4;2023-02-15T14:46:21Z;30.24
521;240;111.5;9.9;0;39.6287955;22.3825373;7.4;2023-02-15T14:46:22Z;26.64
522;238.1;111.8;9.9;0;39.6287627;22.3824624;7.7;2023-02-15T14:46:23Z;27.72
523;239;111.9;9.9;0;39.6287308;22.3823869;7.2;2023-02-15T14:46:24Z;25.92
524;231.6;115.5;9.9;0;39.6286965;22.3823204;6.9;2023-02-15T14:46:25Z;24.84
525;232.9;115;9.9;0;39.6286639;22.3822663;5.6;2023-02-15T14:46:26Z;20.16
526;235.4;115.3;10;0;39.628639;22.3822115;5.8;2023-02-15T14:46:27Z;20.88
527;198.5;116;10.1;0;39.628599;22.382181;4.9;2023-02-15T14:46:28Z;17.64
528;155.5;115.3;10.1;0;39.6285379;22.3822145;7.1;2023-02-15T14:46:29Z;25.56
529;156.7;116.1;10.1;0;39.6284822;22.3822546;5.4;2023-02-15T14:46:30Z;19.44
530;145.3;116.6;10.1;0;39.6284322;22.3823071;7.9;2023-02-15T14:46:31Z;28.44
531;144.1;116.3;10.1;0;39.6283735;22.3823711;7.8;2023-02-15T14:46:32Z;28.08
532;151.8;116;10;0;39.6283114;22.3824203;8.6;2023-02-15T14:46:33Z;30.96
533;149;115.7;10;0;39.6282414;22.3824637;9;2023-02-15T14:46:34Z;32.4
534;147.1;116.9;10;0;39.6281699;22.3825189;8.5;2023-02-15T14:46:35Z;30.6
535;146.9;115.5;10;0;39.6280992;22.3825764;9.4;2023-02-15T14:46:36Z;33.84
536;148;115.5;10;0;39.6280319;22.3826342;7.9;2023-02-15T14:46:37Z;28.44
537;150;114.5;10;0;39.6279742;22.3826831;7.5;2023-02-15T14:46:38Z;27
538;146;114.7;10;0;39.6279195;22.3827306;7.5;2023-02-15T14:46:39Z;27
539;141.4;114.5;10;0;39.6278676;22.3827817;6.5;2023-02-15T14:46:40Z;23.4
540;144;113.7;9.9;0;39.6278185;22.3828304;6.7;2023-02-15T14:46:41Z;24.12
541;144;114.2;9.9;0;39.6277719;22.3828747;6;2023-02-15T14:46:42Z;21.6
542;139;114.6;9.9;0;39.6277309;22.3829143;5.7;2023-02-15T14:46:43Z;20.52
543;139;115;9.9;0;39.6276969;22.3829527;4.3;2023-02-15T14:46:44Z;15.48
544;154.5;114.4;9.9;0;39.6276704;22.3829757;3.2;2023-02-15T14:46:45Z;11.52
545;144.4;114.9;9.9;0;39.627643;22.3829925;3.4;2023-02-15T14:46:46Z;12.24
546;121;115.4;10;0;39.627634;22.3830098;2.3;2023-02-15T14:46:47Z;8.28
547;106.4;115.4;10;0;39.6276336;22.3830329;1.8;2023-02-15T14:46:48Z;6.48
548;105.6;116.3;10;0;39.627631;22.3830552;1.8;2023-02-15T14:46:49Z;6.48
549;86.8;116.7;10;0;39.6276337;22.3830857;2.3;2023-02-15T14:46:50Z;8.28
550;65.3;118.3;9.9;0;39.6276568;22.3831458;3.1;2023-02-15T14:46:51Z;11.16
551;35.4;118.3;9.9;0;39.6276856;22.3831723;4.1;2023-02-15T14:46:52Z;14.76
552;26.8;118.3;9.9;0;39.6277202;22.3831923;3.8;2023-02-15T14:46:53Z;13.68
553;4.6;118.3;9.9;0;39.6277502;22.3831958;2.6;2023-02-15T14:46:54Z;9.36
554;356.8;118.3;9.9;0;39.6277771;22.3831874;2.6;2023-02-15T14:46:55Z;9.36
555;344.1;118.3;9.9;0;39.6278014;22.3831725;2.4;2023-02-15T14:46:56Z;8.64
556;353.6;118.3;9.9;0;39.6278236;22.3831591;2.2;2023-02-15T14:46:57Z;7.92
557;11.1;118.3;9.9;0;39.6278447;22.3831524;2.1;2023-02-15T14:46:58Z;7.56
558;27.8;118.3;9.9;0;39.6278618;22.3831559;1.7;2023-02-15T14:46:59Z;6.12
559;53.3;118.3;9.9;0;39.6278731;22.383167;1.5;2023-02-15T14:47:00Z;5.4
560;51.2;118.3;9.9;0;39.6278805;22.3831794;0.8;2023-02-15T14:47:01Z;2.88
561;51.6;118.3;9.9;0;39.6278836;22.3831841;0.2;2023-02-15T14:47:02Z;0.72
