TIME[s],SPEED[km/h],RPM[rpm],COOLANT],MAF[g/s],THROTTLE POSITION[%],EngineLoad[%]
343.5,19,3043.75,82,14.28,24.31372549,45.09803922
344,19,3043.75,82,6.2,10.19607843,5.490196078
344.5,27,2617.75,82,6.2,10.19607843,5.490196078
345,27,2617.75,82,16.82,10.19607843,5.490196078
345.5,27,2617.75,82,16.82,29.41176471,63.52941176
346,29,2103.75,82,16.82,29.41176471,63.52941176
346.5,29,2103.75,82,15.89,26.66666667,54.50980392
347,29,2500,82,15.89,26.66666667,54.50980392
347.5,36,2500,82,16.7,25.49019608,54.50980392
348,36,2500,82,16.7,25.49019608,45.88235294
348.5,40,2793.75,83,16.7,25.49019608,45.88235294
349,40,2793.75,83,17.53,25.88235294,49.01960784
349.5,40,3078,83,17.53,25.88235294,49.01960784
350,44,3078,83,2.29,25.88235294,49.01960784
350.5,44,3078,83,2.29,10.19607843,5.882352941
351,47,2192.75,84,2.29,10.19607843,5.882352941
351.5,47,2192.75,84,16.15,26.66666667,53.7254902
352,47,2280.25,84,16.15,26.66666667,53.7254902
352.5,47,2280.25,84,11.51,21.96078431,53.7254902
353,47,2280.25,84,11.51,21.96078431,38.43137255
353.5,51,2372.5,84,11.51,21.96078431,38.43137255
354,51,2372.5,84,9.21,19.60784314,27.05882353
354.5,51,2415.5,84,9.21,19.60784314,27.05882353
355,52,2415.5,84,1.98,19.60784314,27.05882353
355.5,52,2415.5,84,1.98,10.19607843,6.274509804
356,51,2334.25,84,1.98,10.19607843,6.274509804
356.5,51,2334.25,84,2.23,10.19607843,9.019607843
357,51,2236.5,84,2.23,10.19607843,9.019607843
357.5,51,2236.5,84,2.46,10.19607843,9.019607843
358,51,2236.5,84,2.46,10.19607843,8.62745098
358.5,48,2144.5,83,2.46,10.19607843,8.62745098
359,48,2144.5,83,2.25,10.19607843,8.235294118
359.5,48,2055.25,83,2.25,10.19607843,8.235294118
360,46,2055.25,83,2.01,10.19607843,8.235294118
360.5,46,2055.25,83,2.01,10.19607843,7.843137255
361,44,1960.75,83,2.01,10.19607843,7.843137255
361.5,44,1960.75,83,1.95,10.19607843,7.843137255
362,44,1875,83,1.95,10.19607843,7.843137255
362.5,41,1875,82,1.93,10.19607843,7.843137255
363,41,1875,82,1.93,10.19607843,8.62745098
363.5,40,1676.5,82,1.93,10.19607843,8.62745098
364,40,1676.5,82,1.95,10.19607843,10.19607843
364.5,40,1135,82,1.95,10.19607843,10.19607843
365,34,1135,82,2.96,10.19607843,10.19607843
365.5,34,1135,82,2.96,10.19607843,22.35294118
366,26,904.5,82,2.96,10.19607843,22.35294118
366.5,26,904.5,82,1.81,10.19607843,22.35294118
367,26,879.5,82,1.81,10.19607843,14.11764706
367.5,20,879.5,82,1.82,10.19607843,14.11764706
368,20,879.5,82,1.82,10.19607843,18.82352941
368.5,10,733.5,82,1.82,10.19607843,18.82352941
369,10,733.5,82,1.76,10.19607843,18.03921569
369.5,10,761.5,82,1.76,10.19607843,18.03921569
370,3,761.5,82,1.76,10.19607843,18.03921569
370.5,3,761.5,82,1.76,10.19607843,18.03921569
371,3,767.75,82,1.76,10.19607843,18.03921569
371.5,3,767.75,82,1.75,10.19607843,18.03921569
372,3,1122.5,82,1.75,10.19607843,78.82352941
372.5,0,1122.5,82,10.62,10.19607843,78.82352941
373,0,1122.5,82,10.62,22.35294118,40.39215686
373.5,6,1660,82,10.62,22.35294118,40.39215686
374,6,1660,82,9.1,21.17647059,45.88235294
374.5,6,2024,82,9.1,21.17647059,45.88235294
375,12,2024,83,12.4,21.17647059,45.88235294
375.5,12,2024,83,12.4,22.74509804,39.60784314
376,20,2875,83,12.4,22.74509804,39.60784314
376.5,20,2875,83,1.98,10.19607843,39.60784314
377,20,1721,83,1.98,10.19607843,6.274509804
377.5,24,1721,83,10.6,10.19607843,6.274509804
378,24,1721,83,10.6,21.17647059,50.58823529
378.5,24,1681.25,84,10.6,21.17647059,50.58823529
379,24,1681.25,84,10.2,21.56862745,47.45098039
379.5,24,1973.25,84,10.2,21.56862745,47.45098039
380,28,1973.25,84,12.37,21.56862745,47.45098039
380.5,28,1973.25,84,12.37,23.1372549,47.45098039
381,33,2303,84,12.37,23.1372549,47.45098039
381.5,33,2303,84,13.98,23.92156863,47.45098039
382,33,2614.75,84,13.98,23.92156863,45.88235294
382.5,35,2614.75,85,16.34,23.92156863,45.88235294
383,35,2614.75,85,16.34,25.49019608,47.45098039
383.5,42,2897.5,85,16.34,25.49019608,47.45098039
384,42,2897.5,85,18.1,25.88235294,47.45098039
384.5,42,3167,85,18.1,25.88235294,47.45098039
385,46,3167,85,19.51,25.88235294,47.45098039
385.5,46,3167,85,19.51,25.88235294,47.05882353
386,50,3300.75,85,19.51,25.88235294,47.05882353
386.5,50,3300.75,85,1.98,18.82352941,47.05882353
387,50,3300.75,85,1.98,18.82352941,53.7254902
387.5,49,2355.25,85,1.98,18.82352941,53.7254902
388,49,2355.25,85,14.48,24.31372549,47.45098039
388.5,49,2489.75,85,14.48,24.31372549,47.45098039
389,53,2489.75,85,15.07,24.31372549,47.45098039
389.5,53,2489.75,85,15.07,24.31372549,47.05882353
390,57,2607,84,15.07,24.31372549,47.05882353
390.5,57,2607,84,15.45,24.70588235,46.66666667
391,57,2717,84,15.45,24.70588235,46.66666667
391.5,57,2717,84,15.84,24.70588235,46.66666667
392,57,2717,84,15.84,24.70588235,45.49019608
392.5,61,2814.75,84,15.84,24.70588235,45.49019608
393,61,2814.75,84,12.51,16.07843137,7.058823529
393.5,61,2513.25,84,12.51,16.07843137,7.058823529
394,63,2513.25,84,19.5,16.07843137,7.058823529
394.5,63,2513.25,84,19.5,28.23529412,60.78431373
395,62,2245.25,84,19.5,28.23529412,60.78431373
395.5,62,2245.25,84,13.75,23.52941176,45.09803922
396,62,2311.5,84,13.75,23.52941176,45.09803922
396.5,63,2311.5,84,2.57,23.52941176,45.09803922
397,63,2311.5,84,2.57,10.19607843,7.058823529
397.5,64,2272.5,84,2.57,10.19607843,7.058823529
398,64,2272.5,84,1.95,10.19607843,7.843137255
398.5,64,2171.75,84,1.95,10.19607843,7.843137255
399,62,2171.75,84,2.31,10.19607843,7.843137255
399.5,62,2171.75,84,2.31,10.19607843,8.62745098
400,59,2085,84,2.31,10.19607843,8.62745098
400.5,59,2085,84,2.1,10.19607843,7.843137255
401,59,2004.5,84,2.1,10.19607843,7.843137255
401.5,56,2004.5,84,1.96,10.19607843,7.843137255
402,56,2004.5,84,1.96,10.19607843,7.843137255
402.5,55,1916.25,84,1.96,10.19607843,7.843137255
403,55,1916.25,84,1.95,10.19607843,8.235294118
403.5,55,1832.75,84,1.95,10.19607843,8.235294118
404,52,1832.75,84,1.92,10.19607843,8.235294118
404.5,52,1832.75,84,1.92,10.19607843,8.62745098
405,49,1700.75,84,1.92,10.19607843,8.62745098
405.5,49,1700.75,84,1.95,10.19607843,10.19607843
406,49,1381.25,84,1.95,10.19607843,10.19607843
406.5,46,1381.25,84,1.96,10.19607843,10.19607843
407,46,1381.25,84,1.96,10.19607843,13.7254902
407.5,35,1015.5,84,1.96,10.19607843,13.7254902
408,35,1015.5,84,1.96,10.19607843,19.60784314
408.5,35,673.25,84,1.96,10.19607843,19.60784314
409,24,673.25,84,1.78,10.19607843,19.60784314
409.5,24,673.25,84,1.78,10.19607843,18.03921569
410,12,821,84,1.78,10.19607843,18.03921569
410.5,12,821,84,1.79,10.19607843,18.03921569
411,12,781.25,84,1.79,10.19607843,17.64705882
411.5,5,781.25,84,1.76,10.19607843,17.64705882
412,5,781.25,84,1.76,10.19607843,18.82352941
412.5,3,768.75,84,1.76,10.19607843,18.82352941
413,3,768.75,84,1.75,10.19607843,18.03921569
413.5,3,763.25,84,1.75,10.19607843,18.03921569
414,3,763.25,84,1.76,10.19607843,18.03921569
414.5,3,763.25,84,1.76,10.19607843,18.03921569
415,0,775,84,1.76,10.19607843,18.03921569
415.5,0,775,84,1.75,10.19607843,18.03921569
416,0,781.25,84,1.75,10.19607843,18.03921569
416.5,0,781.25,84,1.7,10.19607843,18.03921569
417,0,781.25,84,1.7,10.19607843,18.03921569
417.5,0,763.25,84,1.7,10.19607843,18.03921569
418,0,763.25,84,1.65,10.19607843,18.03921569
418.5,0,723.25,84,1.65,10.19607843,17.64705882
419,0,723.25,84,1.6,10.19607843,17.64705882
419.5,0,723.25,84,1.6,10.19607843,17.64705882
420,0,688.25,84,1.6,10.19607843,17.64705882
420.5,0,688.25,84,1.57,10.19607843,17.64705882
421,0,688.25,84,1.57,10.19607843,17.64705882
421.5,0,689.75,85,1.57,10.19607843,17.64705882
422,0,689.75,85,1.53,10.19607843,18.03921569
422.5,0,685.75,85,1.53,10.19607843,18.03921569
423,0,685.75,85,1.53,10.19607843,18.03921569
423.5,0,673.25,85,1.53,10.19607843,18.03921569
424,0,673.25,85,1.5,10.19607843,18.03921569
424.5,0,673.25,85,1.5,10.19607843,17.64705882
425,0,657,85,1.5,10.19607843,17.64705882
425.5,0,657,85,1.5,10.19607843,17.64705882
426,0,657,85,1.5,10.19607843,18.03921569
426.5,0,651.5,85,1.5,10.19607843,18.03921569
427,0,651.5,85,1.5,10.19607843,18.03921569
427.5,0,656.25,85,1.5,10.19607843,18.03921569
428,0,656.25,85,1.48,10.19607843,18.03921569
428.5,0,656.25,85,1.48,10.19607843,18.03921569
429,0,667.75,85,1.48,10.19607843,18.03921569
429.5,0,667.75,85,1.46,10.19607843,18.03921569
430,0,652.25,85,1.46,10.19607843,18.03921569
430.5,0,652.25,85,1.48,10.19607843,18.03921569
431,0,652.25,85,1.48,10.19607843,18.03921569
431.5,0,651.5,85,1.48,10.19607843,18.03921569
432,0,651.5,85,1.48,10.19607843,18.03921569
432.5,0,648.25,85,1.48,10.19607843,18.03921569
433,0,648.25,85,1.48,10.19607843,18.03921569
433.5,0,648.25,85,1.48,10.19607843,17.64705882
434,0,638.25,85,1.48,10.19607843,17.64705882
434.5,0,638.25,85,1.46,10.19607843,18.43137255
435,0,657,85,1.46,10.19607843,18.43137255
435.5,0,657,85,1.46,10.19607843,18.43137255
436,0,657,85,1.46,10.19607843,18.03921569
436.5,0,642,86,1.46,10.19607843,18.03921569
437,0,642,86,1.48,10.19607843,18.03921569
437.5,0,637.5,86,1.48,10.19607843,18.03921569
438,0,637.5,86,1.48,10.19607843,18.03921569
438.5,0,637.5,86,1.48,10.19607843,18.03921569
439,0,651.5,86,1.48,10.19607843,18.03921569
439.5,0,651.5,86,1.46,10.19607843,17.64705882
440,0,653.75,86,1.46,10.19607843,17.64705882
440.5,0,653.75,86,1.43,10.19607843,17.64705882
441,0,653.75,86,1.43,10.19607843,17.64705882
441.5,0,650,86,1.43,10.19607843,17.64705882
442,0,650,86,1.43,10.19607843,17.25490196
442.5,0,643.75,86,1.43,10.19607843,17.25490196
443,0,643.75,86,1.45,10.19607843,17.25490196
443.5,0,643.75,86,1.45,10.19607843,17.64705882
444,0,639.75,86,1.45,10.19607843,17.64705882
444.5,0,639.75,86,1.43,10.19607843,18.03921569
445,0,648.25,86,1.43,10.19607843,18.03921569
445.5,0,648.25,86,1.43,10.19607843,18.03921569
446,0,648.25,86,1.43,10.19607843,17.25490196
446.5,0,729.5,86,1.43,10.19607843,17.25490196
447,0,729.5,86,6.76,18.43137255,29.80392157
447.5,0,1219.5,86,6.76,18.43137255,29.80392157
448,4,1219.5,86,8.75,18.43137255,29.80392157
448.5,4,1219.5,86,8.75,21.96078431,53.33333333
449,10,1468.75,86,8.75,21.96078431,53.33333333
449.5,10,1468.75,87,10.6,21.96078431,53.33333333
450,10,2340.5,87,10.6,21.96078431,43.92156863
450.5,16,2340.5,87,12.17,21.96078431,43.92156863
451,16,2340.5,87,12.17,22.35294118,31.76470588
451.5,22,2678,87,12.17,22.35294118,31.76470588
452,22,2678,86,1.92,10.19607843,31.76470588
452.5,22,1478,86,1.92,10.19607843,8.235294118
453,23,1478,86,11.39,10.19607843,8.235294118
453.5,23,1478,86,11.39,25.09803922,56.47058824
454,22,1727.25,86,11.39,25.09803922,56.47058824
454.5,22,1727.25,86,13.23,25.09803922,56.47058824
455,22,1727.25,86,13.23,25.09803922,55.68627451
455.5,30,2085,85,13.37,25.09803922,55.68627451
456,30,2085,85,13.37,22.74509804,45.49019608
456.5,34,2343.75,85,13.37,22.74509804,45.49019608
457,34,2343.75,85,13.48,23.1372549,45.49019608
457.5,34,2343.75,85,13.48,23.1372549,42.74509804
458,38,2596.75,85,13.48,23.1372549,42.74509804
458.5,38,2596.75,85,4.04,10.19607843,6.666666667
459,40,2203,85,4.04,10.19607843,6.666666667
459.5,40,2203,85,13.5,23.92156863,6.666666667
460,40,1841.25,85,13.5,23.92156863,56.8627451
460.5,39,1841.25,85,8.76,23.92156863,56.8627451
461,39,1841.25,85,8.76,17.64705882,19.60784314
461.5,41,1889.75,85,8.76,17.64705882,19.60784314
462,41,1889.75,85,1.92,10.19607843,19.60784314
462.5,41,1889.75,85,1.92,10.19607843,8.235294118
463,39,1776.5,85,1.92,10.19607843,8.235294118
463.5,39,1776.5,85,1.96,10.19607843,9.411764706
464,39,1653,85,1.96,10.19607843,9.411764706
464.5,38,1653,85,1.96,10.19607843,9.411764706
465,38,1653,85,1.96,10.19607843,9.803921569
465.5,34,1539,85,1.96,10.19607843,9.803921569
466,34,1539,85,1.93,10.19607843,12.94117647
466.5,34,1425.75,85,1.93,10.19607843,12.94117647
467,33,1425.75,85,6.1,10.19607843,12.94117647
467.5,33,1425.75,85,6.1,15.68627451,21.17647059
468,32,1450.75,85,6.1,15.68627451,21.17647059
468.5,32,1450.75,85,1.84,10.19607843,21.17647059
469,32,1374,85,1.84,10.19607843,10.58823529
469.5,32,1374,85,2.6,10.19607843,10.58823529
470,32,1374,85,2.6,12.54901961,15.68627451
470.5,29,1295.25,85,2.6,12.54901961,15.68627451
471,29,1295.25,85,2.03,10.19607843,15.68627451
471.5,29,1295.25,85,2.03,10.19607843,11.76470588
472,27,1200.75,85,2.03,10.19607843,11.76470588
472.5,27,1200.75,85,1.85,10.19607843,12.94117647
473,25,1110,85,1.85,10.19607843,12.94117647
473.5,25,1110,85,1.85,12.15686275,12.94117647
474,25,1110,85,1.85,12.15686275,21.56862745
474.5,24,1047.5,85,1.85,12.15686275,21.56862745
475,24,1047.5,85,4.14,15.29411765,35.68627451
475.5,24,1025,85,4.14,15.29411765,35.68627451
476,22,1025,85,6.34,15.29411765,35.68627451
476.5,22,1025,85,6.34,18.03921569,47.45098039
477,22,1075.75,85,6.34,18.03921569,47.45098039
477.5,22,1075.75,85,6.35,18.43137255,47.45098039
478,22,1154.5,85,6.35,18.43137255,49.01960784
478.5,24,1154.5,85,7.92,18.43137255,49.01960784
479,24,1154.5,85,7.92,20.39215686,51.76470588
479.5,26,1271,85,7.92,20.39215686,51.76470588
480,26,1271,85,8.39,20.39215686,49.80392157
480.5,26,1373.25,85,8.39,20.39215686,49.80392157
481,28,1373.25,85,8.56,20.39215686,49.80392157
481.5,28,1373.25,85,8.56,20,34.11764706
482,30,1436.5,85,8.56,20,34.11764706
482.5,30,1436.5,85,1.85,10.19607843,34.11764706
483,30,1409.25,85,1.85,10.19607843,11.37254902
483.5,30,1409.25,85,5.84,10.19607843,11.37254902
484,30,1409.25,85,5.84,17.25490196,32.94117647
484.5,30,1392.75,85,5.84,17.25490196,32.94117647
485,30,1392.75,85,1.78,10.19607843,32.94117647
485.5,30,1326.5,85,1.78,10.19607843,10.58823529
486,29,1326.5,85,1.85,10.19607843,10.58823529
486.5,29,1326.5,85,1.85,10.19607843,11.37254902
487,28,1241.25,85,1.85,10.19607843,11.37254902
487.5,28,1241.25,85,1.95,10.19607843,11.37254902
488,28,1145.25,85,1.95,10.19607843,12.94117647
488.5,27,1145.25,85,1.95,10.19607843,12.94117647
489,27,1145.25,85,1.95,10.19607843,14.50980392
489.5,24,1053.75,85,1.95,10.19607843,14.50980392
490,24,1053.75,85,1.85,10.19607843,16.07843137
490.5,24,796.75,85,1.85,10.19607843,16.07843137
491,23,796.75,85,1.78,10.19607843,16.07843137
491.5,23,796.75,85,1.78,10.19607843,19.21568627
492,20,746.75,85,1.78,10.19607843,19.21568627
492.5,20,746.75,85,1.73,10.19607843,19.21568627
493,20,748.25,85,1.73,10.19607843,17.25490196
493.5,14,748.25,85,1.73,10.19607843,17.25490196
494,14,748.25,85,1.73,10.19607843,19.21568627
494.5,11,725.75,85,1.73,10.19607843,19.21568627
495,11,725.75,85,1.73,10.19607843,17.64705882
495.5,11,800,85,1.73,10.19607843,17.64705882
496,8,800,85,2.46,10.19607843,17.64705882
496.5,8,800,85,2.46,13.33333333,40.78431373
497,7,1022.5,85,2.46,13.33333333,40.78431373
497.5,7,1022.5,85,5.9,17.64705882,40.78431373
498,7,1525,85,5.9,17.64705882,33.33333333
498.5,11,1525,85,4.76,17.64705882,33.33333333
499,11,1525,85,4.76,14.90196078,16.8627451
499.5,13,1775,85,4.76,14.90196078,16.8627451
500,13,1775,85,2.51,11.76470588,10.58823529
500.5,13,1654.5,85,2.51,11.76470588,10.58823529
501,14,1654.5,85,2.28,11.76470588,10.58823529
501.5,14,1654.5,85,2.28,11.37254902,11.37254902
502,13,1411.5,85,2.28,11.37254902,11.37254902
502.5,13,1411.5,85,1.85,10.19607843,11.37254902
503,13,1151.5,85,1.85,10.19607843,11.76470588
503.5,10,1151.5,85,1.82,10.19607843,11.76470588
504,10,1151.5,85,1.82,10.19607843,14.50980392
504.5,9,907,85,1.82,10.19607843,14.50980392
505,9,907,85,2.29,13.33333333,14.50980392
505.5,9,861.5,85,2.29,13.33333333,28.23529412
506,7,861.5,84,3.07,13.33333333,28.23529412
506.5,7,861.5,84,3.07,10.19607843,27.45098039
507,6,877.25,84,3.07,10.19607843,27.45098039
507.5,6,877.25,84,1.78,10.19607843,27.45098039
508,6,837.5,84,1.78,10.19607843,16.8627451
508.5,5,837.5,84,1.78,10.19607843,16.8627451
509,5,837.5,84,1.78,10.19607843,18.43137255
509.5,3,732,84,1.78,10.19607843,18.43137255
510,3,732,84,1.89,10.19607843,18.43137255
510.5,3,732,84,1.89,10.19607843,19.21568627
511,3,792,84,1.89,10.19607843,19.21568627
511.5,3,792,84,1.73,10.19607843,16.8627451
512,0,785,84,1.73,10.19607843,16.8627451
512.5,0,785,84,1.73,10.19607843,16.8627451
513,0,785,84,1.73,10.19607843,17.64705882
513.5,0,785.75,84,1.73,10.19607843,17.64705882
514,0,785.75,84,1.71,10.19607843,17.25490196
